wv	R0	R1	R2
532.41	0.9911184922	0.9795980431	0.9330887355
532.82	0.9917662167	0.978240635	0.9306097882
533.23	0.9921002822	0.9774365927	0.9278671341
533.64	0.9922673348	0.9759174021	0.9254034288
534.05	0.9936774711	0.97545704	0.9244417562
534.46	0.9941625536	0.9743226785	0.9235641267
534.87	0.993652666	0.9725858382	0.9220780511
535.28	0.993644044	0.9719680495	0.9214724595
535.68	0.9953251	0.9729873472	0.9228888387
536.09	0.9971753419	0.9743261685	0.9247513968
536.5	0.9980674766	0.9746224563	0.92491214
536.91	0.9988187213	0.9749854777	0.9250523594
537.32	0.9998922803	0.9751051049	0.9260960936
537.73	0.999441591	0.9732006322	0.9251939242
538.14	0.9991036372	0.9719688614	0.9238120106
538.54	0.9986822579	0.9706171026	0.9228733304
538.95	0.9983421033	0.9698923396	0.9221921253
539.36	0.9986785213	0.9701248671	0.9231710228
539.77	0.9990994934	0.9703394294	0.9234602443
540.18	0.9979540873	0.9690354071	0.9222729071
540.59	0.9977208378	0.9689027246	0.9209906489
540.99	0.9976760221	0.9684218804	0.9197331038
541.4	0.9973113568	0.9674347694	0.917564221
541.81	0.9986352395	0.9681878847	0.9164936246
542.22	1.0000002986	0.9688657205	0.915641764
542.63	0.9996337378	0.9666773653	0.9122415095
543.03	0.9989208717	0.9646077373	0.908837161
543.44	0.9975468052	0.9628456001	0.9060477039
543.85	0.9962074953	0.9608906576	0.9034235692
544.26	0.9945663287	0.958444113	0.9007078778
544.66	0.9945730764	0.9571492888	0.8990491296
545.07	0.9929496334	0.9557055247	0.8961946257
545.48	0.9917732406	0.9541243884	0.8933730709
545.89	0.9914105396	0.9523382074	0.8917458592
546.29	0.9910665326	0.9503215915	0.889267185
546.7	0.9898084678	0.9489995403	0.8871607751
547.11	0.9897759955	0.9482524028	0.8856035042
547.51	0.9896481729	0.9470696307	0.8843358926
547.92	0.989576546	0.9459696041	0.8827679584
548.33	0.9897500958	0.946182154	0.8821016188
548.73	0.989120111	0.9445150192	0.8810593091
549.14	0.9881848452	0.9425911063	0.8790926542
549.55	0.987353847	0.942051317	0.8772600733
549.95	0.9874170856	0.9407854527	0.8755264223
550.36	0.9870914516	0.9395381805	0.8733084936
550.77	0.9879374714	0.9394910899	0.8718650751
551.17	0.9883048611	0.9393936415	0.8699393032
551.58	0.9889208625	0.939613584	0.8693816567
551.98	0.9894439977	0.9395526679	0.8691657077
552.39	0.9901678202	0.9399028155	0.8686339264
552.8	0.9911740773	0.9399501765	0.8669890669
553.2	0.9927203537	0.9401254715	0.8662341517
553.61	0.9944268776	0.94030088	0.8653513073
554.01	0.9953837663	0.9407623337	0.8649310169
554.42	0.9961231566	0.9406067964	0.8630449998
554.83	0.9953091389	0.9399528131	0.8606096948
555.23	0.9946538871	0.938215787	0.8579554999
555.64	0.9932706876	0.936794852	0.8544654733
556.04	0.9932607241	0.9360343588	0.8525404795
556.45	0.9932105051	0.9349651371	0.8509884791
556.85	0.9919611576	0.9336280252	0.8488114366
557.26	0.9919622601	0.9331763614	0.8475119947
557.66	0.9920553451	0.9325457871	0.8455379093
558.07	0.9922444508	0.931274655	0.8426717776
558.47	0.9904821288	0.9287775941	0.8378536348
558.88	0.989643126	0.9267112254	0.8340914974
559.28	0.9891839037	0.9244500793	0.8300691317
559.69	0.9874660963	0.9222249548	0.8264996975
560.09	0.9845002347	0.9196409266	0.8215995398
560.5	0.982170784	0.9171551367	0.8175668161
560.9	0.9817852295	0.9152299035	0.8135838664
561.31	0.9812052251	0.9137709536	0.8102086262
561.71	0.9816134423	0.9126314289	0.806770159
562.12	0.9819449574	0.9125931138	0.8031885469
562.52	0.9829227584	0.9127909825	0.8003783999
562.92	0.9820042365	0.911271523	0.795778949
563.33	0.9811519035	0.9097736151	0.7920167497
563.73	0.9820770767	0.909701729	0.7890263977
564.14	0.9826966994	0.9093099341	0.7856954068
